"","aged","bwtr14"
"17518",0,1
"17519",0,1
"17520",198,10
"17521",225,10
"17522",78,9
"17523",0,1
"17524",8,1
"17525",124,2
"17526",198,9
"17527",0,2
"17528",0,2
"17529",91,3
"17530",0,14
"17531",0,1
"17532",0,8
"17533",0,6
"17534",0,10
"17535",1,2
"17536",0,1
"17537",8,7
"17538",170,9
"17539",84,9
"17540",285,8
"17541",68,3
"17542",64,10
"17543",4,2
"17544",0,1
"17545",2,3
"17546",0,2
"17547",95,8
"17548",339,9
"17549",85,8
"17550",38,9
"17551",0,1
"17552",0,3
"17553",76,7
"17554",11,10
"17555",14,8
"17556",8,2
"17557",20,3
"17558",0,1
"17559",2,2
"17560",0,1
"17561",0,1
"17562",0,1
"17563",3,7
"17564",5,8
"17565",17,8
"17566",0,1
"17567",0,2
"17568",121,8
"17569",0,2
"17570",0,1
"17571",4,6
"17572",0,1
"17573",1,10
"17574",0,3
"17575",69,11
"17576",2,3
"17577",220,10
"17578",0,6
"17579",11,8
"17580",195,6
"17581",0,1
"17582",0,3
"17583",26,8
"17584",0,2
"17585",0,2
"17586",0,1
"17587",0,1
"17588",0,1
"17589",161,3
"17590",28,9
"17591",0,2
"17592",0,1
"17593",33,9
"17594",13,9
"17595",0,1
"17596",0,2
"17597",0,1
"17598",0,3
"17599",0,2
"17600",1,4
"17601",0,9
"17602",0,7
"17603",0,1
"17604",2,9
"17605",18,7
"17606",20,9
"17607",2,7
"17608",5,6
"17609",0,2
"17610",0,1
"17611",20,2
"17612",0,1
"17613",185,4
"17614",0,8
"17615",28,3
"17616",12,2
"17617",78,8
"17618",59,9
"17619",67,2
"17620",0,2
"17621",0,1
"17622",0,1
"17623",0,2
"17624",1,2
"17625",0,2
"17626",150,9
"17627",0,1
"17628",0,1
"17629",29,2
"17630",0,1
"17631",20,4
"17632",0,2
"17633",0,6
"17634",0,4
"17635",295,10
"17636",1,7
"17637",66,7
"17638",1,2
"17639",0,1
"17640",226,5
"17641",0,2
"17642",0,2
"17643",30,2
"17644",3,2
"17645",139,3
"17646",1,8
"17647",0,1
"17648",259,7
"17649",1,3
"17650",0,8
"17651",221,9
"17652",52,10
"17653",2,3
"17654",91,9
"17655",0,1
"17656",85,8
"17657",0,2
"17658",0,2
"17659",193,10
"17660",136,8
"17661",77,2
"17662",0,2
"17663",0,1
"17664",100,1
"17665",10,10
"17666",5,9
"17667",0,1
"17668",122,4
"17669",224,7
"17670",65,6
"17671",135,6
"17672",0,2
"17673",0,1
"17674",0,1
"17675",0,1
"17676",11,2
"17677",6,7
"17678",32,8
"17679",0,3
"17680",5,7
"17681",0,2
"17682",0,5
"17683",0,1
"17684",0,1
"17685",0,1
"17686",100,10
"17687",1,6
"17688",0,1
"17689",0,3
"17690",2,2
"17691",3,2
"17692",0,3
"17693",0,8
"17694",144,1
"17695",68,1
"17696",41,11
"17697",137,7
"17698",231,9
"17699",0,8
"17700",0,1
"17701",0,1
"17702",0,1
"17703",0,5
"17704",29,10
"17705",3,7
"17706",7,9
"17707",31,2
"17708",0,8
"17709",39,8
"17710",38,14
"17711",48,7
"17712",3,10
"17713",0,2
"17714",168,2
"17715",80,5
"17716",0,1
"17717",0,1
"17718",0,1
"17719",0,1
"17720",51,2
"17721",6,2
"17722",0,6
"17723",0,5
"17724",0,1
"17725",0,1
"17726",0,1
"17727",11,7
"17728",0,2
"17729",0,1
"17730",0,1
"17731",0,7
"17732",85,9
"17733",0,1
"17734",45,9
"17735",0,7
"17736",8,1
"17737",152,7
"17738",0,1
"17739",0,1
"17740",0,1
"17741",337,2
"17742",0,6
"17743",0,2
"17744",0,1
"17745",10,5
"17746",9,1
"17747",0,1
"17748",0,1
"17749",2,7
"17750",96,8
"17751",5,8
"17752",0,2
"17753",45,9
"17754",0,1
"17755",0,1
"17756",0,2
"17757",13,8
"17758",0,1
"17759",6,8
"17760",0,1
"17761",68,8
"17762",66,7
"17763",0,1
"17764",123,10
"17765",67,9
"17766",55,8
"17767",0,6
"17768",60,5
"17769",0,1
"17770",0,1
"17771",0,1
"17772",0,1
"17773",0,1
"17774",0,4
"17775",12,7
"17776",161,3
"17777",0,3
"17778",0,3
"17779",44,8
"17780",0,1
"17781",0,7
"17782",13,7
"17783",0,1
"17784",0,2
"17785",111,9
"17786",1,2
"17787",22,1
"17788",14,2
"17789",0,1
"17790",229,8
"17791",0,3
"17792",0,1
"17793",10,12
"17794",57,7
"17795",0,2
"17796",0,8
"17797",0,1
"17798",19,1
"17799",0,2
"17800",92,3
"17801",25,3
"17802",0,1
"17803",17,2
"17804",0,7
"17805",0,2
"17806",0,1
"17807",0,1
"17808",0,1
"17809",0,1
"17810",44,8
"17811",40,9
"17812",41,8
"17813",47,7
"17814",0,2
"17815",7,8
"17816",0,1
"17817",0,8
"17818",49,6
"17819",0,3
"17820",0,1
"17821",0,2
"17822",0,1
"17823",0,2
"17824",45,11
"17825",292,7
"17826",223,10
"17827",0,1
"17828",0,1
"17829",0,1
"17830",0,1
"17831",1,1
"17832",0,4
"17833",0,4
"17834",25,2
"17835",1,5
"17836",62,6
"17837",0,1
"17838",0,7
"17839",30,8
"17840",4,10
"17841",0,3
"17842",0,1
"17843",0,1
"17844",4,3
"17845",5,8
"17846",187,9
"17847",0,1
"17848",0,2
"17849",1,3
"17850",0,1
"17851",0,1
"17852",19,2
"17853",0,2
"17854",0,1
"17855",0,1
"17856",0,1
"17857",0,2
"17858",34,2
"17859",0,14
"17860",0,14
"17861",0,14
"17862",250,9
"17863",4,11
"17864",0,2
"17865",42,10
"17866",0,2
"17867",150,12
"17868",2,8
"17869",43,2
"17870",50,2
"17871",6,9
"17872",9,4
"17873",346,10
"17874",43,7
"17875",0,1
"17876",237,2
"17877",282,9
"17878",4,3
"17879",0,1
"17880",0,2
"17881",191,9
"17882",0,1
"17883",9,8
"17884",1,4
"17885",2,5
"17886",3,8
"17887",0,1
"17888",11,6
"17889",31,3
"17890",3,10
"17891",0,1
"17892",0,2
"17893",70,8
"17894",7,6
"17895",0,1
"17896",69,8
"17897",0,6
"17898",58,6
"17899",190,12
"17900",87,9
"17901",0,3
"17902",161,4
"17903",9,6
"17904",11,7
"17905",95,8
"17906",109,2
"17907",0,10
"17908",13,14
"17909",134,9
"17910",25,3
"17911",0,1
"17912",0,1
"17913",117,9
"17914",6,3
"17915",0,1
"17916",0,1
"17917",0,3
"17918",15,8
"17919",85,10
"17920",9,3
"17921",0,1
"17922",0,9
"17923",0,1
"17924",0,1
"17925",0,4
"17926",76,9
"17927",15,8
"17928",50,7
"17929",25,9
"17930",0,1
"17931",55,2
"17932",35,2
"17933",47,9
"17934",149,9
"17935",0,2
"17936",0,2
"17937",0,1
"17938",0,7
"17939",80,12
"17940",1,7
"17941",0,2
"17942",0,1
"17943",0,1
"17944",1,6
"17945",0,1
"17946",0,8
"17947",0,5
"17948",0,2
"17949",13,2
"17950",0,2
"17951",213,6
"17952",0,1
"17953",0,2
"17954",0,1
"17955",3,10
"17956",0,9
"17957",140,8
"17958",0,1
"17959",0,1
"17960",0,14
"17961",356,3
"17962",90,9
"17963",0,1
"17964",0,1
"17965",308,8
"17966",0,2
"17967",0,1
"17968",241,10
"17969",0,2
"17970",0,2
"17971",14,9
"17972",1,7
"17973",0,3
"17974",0,3
"17975",0,14
"17976",67,7
"17977",289,7
"17978",8,5
"17979",52,10
"17980",1,2
"17981",0,1
"17982",22,8
"17983",74,8
"17984",4,2
"17985",78,9
"17986",3,14
"17987",84,8
"17988",0,4
"17989",0,6
"17990",0,1
"17991",0,1
"17992",73,7
"17993",0,1
"17994",0,1
"17995",36,7
"17996",0,3
"17997",80,7
"17998",0,1
"17999",0,5
"18000",0,9
"18001",0,8
"18002",16,3
"18003",0,1
"18004",2,2
"18005",0,1
"18006",214,11
"18007",96,9
"18008",164,10
"18009",0,7
"18010",3,3
"18011",0,3
"18012",70,8
"18013",0,2
"18014",1,10
"18015",3,1
"18016",136,7
"18017",53,10
"18018",110,11
"18019",4,7
"18020",31,10
"18021",0,7
"18022",14,2
"18023",0,7
"18024",0,6
"18025",0,5
"18026",201,8
"18027",4,8
"18028",189,8
"18029",2,8
"18030",153,9
"18031",5,4
"18032",18,2
"18033",59,9
"18034",0,1
"18035",26,10
"18036",62,8
"18037",0,1
"18038",0,2
"18039",116,10
"18040",113,7
"18041",0,1
"18042",0,1
"18043",0,1
"18044",165,8
"18045",0,1
"18046",60,9
"18047",0,2
"18048",29,1
"18049",178,8
"18050",0,3
"18051",0,7
"18052",0,1
"18053",0,1
"18054",0,2
"18055",0,2
"18056",6,1
"18057",0,1
"18058",39,6
"18059",76,3
"18060",90,9
"18061",0,4
"18062",9,2
"18063",0,1
"18064",0,14
"18065",0,14
"18066",0,14
"18067",0,2
"18068",0,2
"18069",0,2
"18070",0,2
"18071",0,7
"18072",76,10
"18073",202,6
"18074",0,7
"18075",2,10
"18076",28,11
"18077",0,10
"18078",102,10
"18079",0,9
"18080",0,2
"18081",0,1
"18082",0,1
"18083",0,2
"18084",0,1
"18085",0,1
"18086",0,1
"18087",0,2
"18088",0,1
"18089",0,6
"18090",0,3
"18091",0,2
"18092",0,1
"18093",26,7
"18094",320,9
"18095",0,3
"18096",86,7
"18097",0,2
"18098",0,2
"18099",0,1
"18100",65,3
"18101",260,10
"18102",89,7
"18103",0,2
"18104",0,1
"18105",0,1
"18106",8,5
"18107",0,1
"18108",0,1
"18109",0,1
"18110",0,1
"18111",0,1
"18112",0,1
"18113",0,3
"18114",0,1
"18115",0,1
"18116",0,2
"18117",4,9
"18118",9,7
"18119",58,8
"18120",0,1
"18121",0,1
"18122",182,3
"18123",263,8
"18124",0,1
"18125",177,10
"18126",0,1
"18127",11,10
"18128",60,8
"18129",0,1
"18130",40,9
"18131",0,1
"18132",0,5
"18133",8,10
"18134",77,9
"18135",10,1
"18136",18,8
"18137",0,1
"18138",0,3
"18139",1,2
"18140",0,1
"18141",95,11
"18142",0,1
"18143",0,2
"18144",161,8
"18145",0,1
"18146",45,10
"18147",0,1
"18148",0,8
"18149",124,5
"18150",0,1
"18151",0,2
"18152",0,1
"18153",86,4
"18154",0,5
"18155",0,3
"18156",0,1
"18157",1,7
"18158",1,1
"18159",0,1
"18160",0,6
"18161",272,3
"18162",125,9
"18163",0,1
"18164",43,9
"18165",0,6
"18166",0,7
"18167",1,2
"18168",0,2
"18169",0,1
"18170",0,5
"18171",1,1
"18172",153,10
"18173",0,1
"18174",240,2
"18175",0,2
"18176",22,9
"18177",293,9
"18178",65,7
"18179",0,2
"18180",1,7
"18181",0,2
"18182",18,10
"18183",0,1
"18184",3,7
"18185",14,9
"18186",0,1
"18187",141,9
"18188",76,9
"18189",237,9
"18190",0,1
"18191",22,2
"18192",64,2
"18193",0,1
"18194",90,8
"18195",128,2
"18196",0,2
"18197",65,8
"18198",31,10
"18199",1,9
"18200",11,9
"18201",0,1
"18202",33,8
"18203",66,9
"18204",13,1
"18205",0,1
"18206",205,10
"18207",20,8
"18208",0,2
"18209",0,1
"18210",0,1
"18211",280,7
"18212",0,1
"18213",4,5
"18214",75,7
"18215",163,10
"18216",5,3
"18217",2,1
"18218",0,2
"18219",63,9
"18220",0,6
"18221",43,4
"18222",0,2
"18223",1,5
"18224",58,9
"18225",0,1
"18226",44,7
"18227",61,7
"18228",224,9
"18229",12,9
"18230",0,3
"18231",100,9
"18232",1,9
"18233",28,6
"18234",12,4
"18235",5,8
"18236",140,4
"18237",6,5
"18238",1,2
"18239",254,9
"18240",11,2
"18241",13,3
"18242",68,10
"18243",0,2
"18244",62,5
"18245",21,8
"18246",0,4
"18247",2,8
"18248",0,2
"18249",0,2
"18250",0,2
"18251",6,1
"18252",53,8
"18253",7,1
"18254",3,12
"18255",5,1
"18256",0,3
"18257",0,2
"18258",1,1
"18259",80,8
"18260",101,9
"18261",0,3
"18262",30,9
"18263",118,8
"18264",140,10
"18265",16,2
"18266",215,8
"18267",8,2
"18268",13,10
"18269",0,1
"18270",0,7
"18271",0,5
"18272",1,9
"18273",73,8
"18274",40,8
"18275",0,1
"18276",6,8
"18277",53,6
"18278",17,2
"18279",0,7
"18280",7,1
"18281",19,4
"18282",1,10
"18283",10,2
"18284",105,1
"18285",0,8
"18286",35,1
"18287",0,1
"18288",100,10
"18289",33,8
"18290",36,2
"18291",0,7
"18292",22,2
"18293",2,2
"18294",0,1
"18295",6,6
"18296",0,3
"18297",0,5
"18298",124,8
"18299",54,9
"18300",135,6
"18301",0,2
"18302",0,8
"18303",128,8
"18304",188,9
"18305",2,2
"18306",3,6
"18307",243,9
"18308",169,2
"18309",44,6
"18310",0,11
"18311",1,2
"18312",116,8
"18313",0,6
"18314",21,2
"18315",83,3
"18316",187,2
"18317",5,3
"18318",12,6
"18319",0,1
"18320",0,1
"18321",1,2
"18322",4,7
"18323",0,1
"18324",21,2
"18325",30,1
"18326",104,8
"18327",48,2
"18328",0,1
"18329",56,7
"18330",141,2
"18331",0,1
"18332",0,2
"18333",69,3
"18334",208,2
"18335",4,1
"18336",31,8
"18337",21,3
"18338",0,2
"18339",0,2
"18340",4,11
"18341",0,1
"18342",0,2
"18343",0,12
"18344",51,9
"18345",13,9
"18346",58,3
"18347",77,10
"18348",0,1
"18349",0,2
"18350",12,5
"18351",178,8
"18352",108,9
"18353",0,2
"18354",10,1
"18355",208,8
"18356",1,8
"18357",0,2
"18358",15,8
"18359",0,1
"18360",1,7
"18361",14,7
"18362",72,2
"18363",0,10
"18364",0,1
"18365",113,7
"18366",0,9
"18367",0,7
"18368",59,7
"18369",0,1
"18370",0,1
"18371",0,1
"18372",0,1
"18373",69,1
"18374",16,9
"18375",7,9
"18376",0,1
"18377",158,9
"18378",31,8
"18379",0,8
"18380",110,9
"18381",14,9
"18382",0,1
"18383",7,9
"18384",54,7
"18385",139,9
"18386",0,1
"18387",0,3
"18388",0,6
"18389",9,7
"18390",27,5
"18391",0,1
"18392",7,3
"18393",105,9
"18394",146,10
"18395",25,10
"18396",130,9
"18397",305,8
"18398",87,9
"18399",31,9
"18400",56,2
"18401",5,9
"18402",0,1
"18403",1,6
"18404",2,4
"18405",180,8
"18406",35,1
"18407",0,11
"18408",0,1
"18409",0,1
"18410",4,4
"18411",11,8
"18412",0,1
"18413",0,1
"18414",52,2
"18415",30,8
"18416",9,2
"18417",29,10
"18418",0,1
"18419",0,1
"18420",42,7
"18421",0,6
"18422",0,2
"18423",18,2
"18424",29,5
"18425",180,3
"18426",74,8
"18427",193,3
"18428",180,9
"18429",18,2
"18430",15,8
"18431",0,1
"18432",0,7
"18433",45,1
"18434",11,5
"18435",4,3
"18436",0,1
"18437",61,1
"18438",136,10
"18439",49,11
"18440",8,2
"18441",0,1
"18442",0,1
"18443",73,11
"18444",1,8
"18445",2,6
"18446",137,6
"18447",186,8
"18448",0,1
"18449",39,2
"18450",0,8
"18451",0,1
"18452",54,9
"18453",12,1
"18454",21,8
"18455",98,7
"18456",0,2
"18457",192,9
"18458",0,1
"18459",108,9
"18460",0,1
"18461",0,3
"18462",5,7
"18463",71,8
"18464",42,9
"18465",15,3
"18466",20,3
"18467",91,10
"18468",256,8
"18469",85,9
"18470",173,8
"18471",34,7
"18472",0,1
"18473",0,1
"18474",0,2
"18475",43,2
"18476",38,2
"18477",21,2
"18478",10,2
"18479",74,8
"18480",0,3
"18481",8,6
"18482",0,1
"18483",141,9
"18484",40,9
"18485",0,1
"18486",0,7
"18487",0,2
"18488",338,10
"18489",0,9
"18490",1,2
"18491",1,2
"18492",0,2
"18493",108,7
"18494",2,1
"18495",0,7
"18496",2,9
"18497",292,7
"18498",0,3
"18499",0,2
"18500",0,11
"18501",18,9
"18502",40,8
"18503",71,9
"18504",0,1
"18505",0,4
"18506",185,9
"18507",2,10
"18508",0,1
"18509",13,6
"18510",147,7
"18511",0,3
"18512",0,7
"18513",191,9
"18514",78,2
"18515",0,3
"18516",0,1
"18517",0,2
"18518",0,1
"18519",107,4
"18520",0,3
"18521",0,1
"18522",160,2
"18523",51,7
"18524",0,2
"18525",44,8
"18526",0,9
"18527",81,10
"18528",13,2
"18529",0,1
"18530",4,1
"18531",0,1
"18532",2,10
"18533",0,6
"18534",242,3
"18535",115,2
"18536",0,2
"18537",59,9
"18538",0,8
"18539",96,8
"18540",0,6
"18541",3,2
"18542",0,9
"18543",25,1
"18544",3,8
"18545",73,10
"18546",0,1
"18547",0,1
"18548",141,8
"18549",0,1
"18550",45,7
"18551",0,1
"18552",0,2
"18553",48,2
"18554",0,1
"18555",0,2
"18556",3,3
"18557",0,2
"18558",0,6
"18559",50,2
"18560",99,10
"18561",0,1
"18562",0,1
"18563",0,7
"18564",0,7
"18565",0,1
"18566",0,6
"18567",0,2
"18568",33,9
"18569",97,8
"18570",131,9
"18571",0,6
"18572",0,7
"18573",2,11
"18574",259,7
"18575",0,1
"18576",4,10
"18577",33,9
"18578",101,2
"18579",10,2
"18580",0,1
"18581",0,2
"18582",0,1
"18583",0,1
"18584",35,6
"18585",0,5
"18586",0,2
"18587",52,9
"18588",0,2
"18589",0,2
"18590",0,2
"18591",2,10
"18592",40,9
"18593",0,7
"18594",0,8
"18595",0,8
"18596",2,1
"18597",4,6
"18598",5,8
"18599",0,1
"18600",0,7
"18601",0,1
"18602",0,6
"18603",0,1
"18604",0,2
"18605",0,2
"18606",0,1
"18607",0,7
"18608",0,9
"18609",347,9
"18610",2,9
"18611",23,7
"18612",4,2
"18613",0,2
"18614",321,11
"18615",0,9
"18616",0,9
"18617",115,7
"18618",5,10
"18619",0,1
"18620",0,2
"18621",0,11
"18622",219,10
"18623",2,1
"18624",72,10
"18625",0,1
"18626",0,7
"18627",0,2
"18628",177,8
"18629",0,2
"18630",0,6
"18631",1,9
"18632",109,7
"18633",182,4
"18634",0,6
"18635",68,8
"18636",2,6
"18637",83,10
"18638",0,6
"18639",0,1
"18640",182,7
"18641",109,8
"18642",6,9
"18643",0,2
"18644",59,7
"18645",8,8
"18646",246,3
"18647",1,3
"18648",348,9
"18649",1,2
"18650",4,2
"18651",81,5
"18652",0,12
"18653",0,7
"18654",0,2
"18655",242,9
"18656",0,2
"18657",44,8
"18658",0,10
"18659",13,2
"18660",14,2
"18661",0,4
"18662",36,10
"18663",0,6
"18664",0,1
"18665",66,11
"18666",0,6
"18667",2,8
"18668",3,5
"18669",11,4
"18670",2,8
"18671",8,2
"18672",0,1
"18673",0,1
"18674",0,1
"18675",244,7
"18676",0,5
"18677",100,6
"18678",102,9
"18679",67,4
"18680",0,1
"18681",98,9
"18682",168,2
"18683",98,7
"18684",0,2
"18685",17,2
"18686",70,6
"18687",47,9
"18688",3,10
"18689",43,9
"18690",28,5
"18691",0,2
"18692",3,2
"18693",215,7
"18694",0,1
"18695",0,6
"18696",81,8
"18697",0,1
"18698",0,1
"18699",0,1
"18700",11,8
"18701",307,8
"18702",0,3
"18703",26,7
"18704",106,9
"18705",133,6
"18706",0,2
"18707",0,1
"18708",9,6
"18709",73,11
"18710",80,8
"18711",0,1
"18712",120,8
"18713",86,8
"18714",2,3
"18715",79,8
"18716",17,2
"18717",0,4
"18718",95,7
"18719",0,7
"18720",25,6
"18721",299,3
"18722",27,2
"18723",75,7
"18724",0,2
"18725",290,8
"18726",170,8
"18727",0,2
"18728",0,1
"18729",0,1
"18730",139,6
"18731",0,1
"18732",14,8
"18733",0,2
"18734",0,2
"18735",21,4
"18736",0,2
"18737",0,7
"18738",148,9
"18739",2,6
"18740",33,1
"18741",187,9
"18742",0,8
"18743",95,9
"18744",1,8
"18745",118,9
"18746",49,10
"18747",159,8
"18748",8,4
"18749",162,10
"18750",5,1
"18751",0,1
"18752",150,9
"18753",0,1
"18754",2,4
"18755",0,1
"18756",0,1
"18757",9,7
"18758",95,10
"18759",25,8
"18760",0,6
"18761",0,1
"18762",2,2
"18763",2,2
"18764",14,5
"18765",102,8
"18766",18,9
"18767",109,7
"18768",49,8
"18769",13,2
"18770",0,1
"18771",0,2
"18772",159,8
"18773",0,6
"18774",245,9
"18775",0,4
"18776",0,4
"18777",118,2
"18778",0,2
"18779",57,9
"18780",139,9
"18781",244,7
"18782",0,4
"18783",214,9
"18784",0,1
"18785",0,5
"18786",211,2
"18787",140,7
"18788",134,8
"18789",17,1
"18790",255,9
"18791",0,2
"18792",5,6
"18793",0,2
"18794",250,5
"18795",10,7
"18796",0,2
"18797",35,10
"18798",6,8
"18799",3,6
"18800",0,8
"18801",0,3
"18802",68,6
"18803",23,6
"18804",0,1
"18805",312,8
"18806",1,7
"18807",1,3
"18808",25,8
"18809",0,4
"18810",3,8
"18811",23,2
"18812",58,10
"18813",59,6
"18814",161,1
"18815",72,1
"18816",0,3
"18817",4,9
"18818",0,7
"18819",9,1
"18820",37,10
"18821",153,6
"18822",129,9
"18823",0,2
"18824",78,10
"18825",0,1
"18826",0,1
"18827",0,1
"18828",0,3
"18829",212,6
"18830",0,10
"18831",0,2
"18832",2,1
"18833",0,8
"18834",0,6
"18835",0,5
"18836",0,1
"18837",0,2
"18838",6,8
"18839",0,2
"18840",0,1
"18841",0,1
"18842",0,2
"18843",21,4
"18844",183,7
"18845",0,8
"18846",68,7
"18847",0,4
"18848",49,1
"18849",5,10
"18850",4,8
"18851",0,1
"18852",25,9
"18853",0,1
"18854",6,2
"18855",16,2
"18856",51,9
"18857",246,2
"18858",78,4
"18859",76,9
"18860",115,8
"18861",0,11
"18862",88,9
"18863",155,2
"18864",0,1
"18865",2,2
"18866",0,3
"18867",2,6
"18868",98,1
"18869",314,9
"18870",212,6
"18871",236,7
"18872",0,1
"18873",111,5
"18874",180,7
"18875",62,7
"18876",111,7
"18877",4,6
"18878",44,2
"18879",0,1
"18880",0,3
"18881",12,8
"18882",0,2
"18883",119,6
"18884",76,6
"18885",95,10
"18886",170,9
"18887",0,1
"18888",17,2
"18889",0,1
"18890",64,6
"18891",56,8
"18892",31,2
"18893",0,7
"18894",45,8
"18895",20,8
"18896",0,1
"18897",17,8
"18898",109,6
"18899",13,9
"18900",0,1
"18901",35,7
"18902",150,8
"18903",0,4
"18904",15,9
"18905",0,1
"18906",75,9
"18907",146,2
"18908",0,2
"18909",0,7
"18910",111,9
"18911",0,1
"18912",164,10
"18913",23,8
"18914",160,8
"18915",4,1
"18916",169,3
"18917",2,2
"18918",141,9
"18919",0,2
"18920",0,3
"18921",135,2
"18922",61,9
"18923",70,8
"18924",136,3
"18925",18,7
"18926",11,7
"18927",48,5
"18928",9,2
"18929",156,5
"18930",0,1
"18931",91,4
"18932",0,5
"18933",6,2
"18934",0,2
"18935",0,1
"18936",0,3
"18937",0,1
"18938",216,9
"18939",0,11
"18940",95,7
"18941",54,5
"18942",176,7
"18943",0,2
"18944",155,9
"18945",179,12
"18946",141,9
"18947",55,4
"18948",0,14
"18949",67,7
"18950",99,3
"18951",0,4
"18952",334,10
"18953",0,1
"18954",0,9
"18955",59,10
"18956",16,5
"18957",140,8
"18958",0,7
"18959",40,7
"18960",59,4
"18961",2,4
"18962",0,6
"18963",0,9
"18964",0,1
"18965",17,7
"18966",223,7
"18967",0,1
"18968",0,2
"18969",0,4
"18970",0,6
"18971",8,3
"18972",108,8
"18973",0,1
"18974",310,9
"18975",34,6
"18976",3,7
"18977",177,6
"18978",0,7
"18979",2,3
"18980",0,1
"18981",211,10
"18982",127,1
"18983",0,1
"18984",55,8
"18985",0,2
"18986",3,7
"18987",35,2
"18988",267,10
"18989",34,2
"18990",92,7
"18991",241,9
"18992",0,6
"18993",81,9
"18994",0,1
"18995",0,1
"18996",0,6
"18997",0,8
"18998",16,10
"18999",97,7
"19000",0,2
"19001",0,5
"19002",0,1
"19003",73,6
"19004",0,2
"19005",0,1
"19006",0,2
"19007",0,2
"19008",181,7
"19009",31,8
"19010",73,6
"19011",0,2
"19012",0,2
"19013",29,7
"19014",39,6
"19015",72,9
"19016",0,2
"19017",1,6
"19018",200,9
"19019",0,7
"19020",8,8
"19021",0,2
"19022",0,6
"19023",72,10
"19024",349,9
"19025",28,10
"19026",20,9
"19027",0,7
"19028",39,2
"19029",2,11
"19030",225,6
"19031",0,2
"19032",114,4
"19033",0,1
"19034",100,9
"19035",92,6
"19036",19,10
"19037",223,7
"19038",0,1
"19039",17,10
"19040",0,2
"19041",57,3
"19042",21,9
"19043",16,1
"19044",0,3
"19045",0,4
"19046",1,8
"19047",95,7
"19048",23,2
"19049",1,10
"19050",0,2
"19051",0,1
"19052",0,1
"19053",0,9
"19054",51,8
"19055",126,7
"19056",0,1
"19057",109,10
"19058",79,9
"19059",0,1
"19060",13,1
"19061",56,2
"19062",0,1
"19063",0,1
"19064",0,1
"19065",53,5
"19066",45,7
"19067",60,6
"19068",0,10
"19069",37,9
"19070",6,1
"19071",155,7
"19072",0,6
"19073",2,3
"19074",319,4
"19075",0,6
"19076",0,1
"19077",118,10
"19078",3,7
"19079",2,1
"19080",69,7
"19081",230,10
"19082",0,2
"19083",1,6
"19084",53,9
"19085",94,8
"19086",39,6
"19087",44,3
"19088",65,10
"19089",0,8
"19090",62,9
"19091",0,8
"19092",134,10
"19093",2,4
"19094",78,8
"19095",0,7
"19096",324,10
"19097",0,1
"19098",0,6
"19099",1,3
"19100",9,9
"19101",46,2
"19102",0,1
"19103",2,9
"19104",0,1
"19105",0,2
"19106",20,7
"19107",104,9
"19108",19,7
"19109",65,1
"19110",0,2
"19111",36,9
"19112",20,8
"19113",76,8
"19114",0,2
"19115",40,2
"19116",17,7
"19117",8,2
"19118",0,1
"19119",0,2
"19120",0,1
"19121",15,4
"19122",112,9
"19123",3,8
"19124",0,1
"19125",0,1
"19126",2,4
"19127",9,1
"19128",244,2
"19129",0,2
"19130",27,4
"19131",170,8
"19132",0,2
"19133",339,11
"19134",0,2
"19135",10,8
"19136",1,2
"19137",126,10
"19138",5,6
"19139",140,9
"19140",42,7
"19141",0,1
"19142",8,8
"19143",0,2
"19144",79,10
"19145",0,9
"19146",5,9
"19147",0,1
"19148",0,6
"19149",363,7
"19150",75,9
"19151",0,7
"19152",206,3
"19153",29,5
"19154",1,1
"19155",0,3
"19156",0,1
"19157",12,7
"19158",1,7
"19159",225,8
"19160",0,4
"19161",0,1
"19162",129,9
"19163",240,2
"19164",321,9
"19165",13,4
"19166",0,6
"19167",3,1
"19168",168,9
"19169",7,5
"19170",13,6
"19171",121,9
"19172",157,9
"19173",12,5
"19174",0,4
"19175",11,2
"19176",0,2
"19177",3,4
"19178",12,7
"19179",188,10
"19180",297,9
"19181",0,4
"19182",26,6
"19183",0,1
"19184",0,2
"19185",37,6
"19186",5,3
"19187",0,7
"19188",83,8
"19189",29,10
"19190",115,8
"19191",1,4
"19192",2,6
"19193",0,1
"19194",0,1
"19195",5,9
"19196",8,5
"19197",16,2
"19198",0,2
"19199",102,9
"19200",9,10
"19201",0,1
"19202",26,2
"19203",35,9
"19204",0,1
"19205",43,8
"19206",23,8
"19207",177,3
"19208",0,1
"19209",151,3
"19210",0,1
"19211",73,8
"19212",314,9
"19213",75,9
"19214",54,9
"19215",50,2
"19216",1,1
"19217",139,2
"19218",25,9
"19219",30,11
"19220",0,1
"19221",38,6
"19222",34,4
"19223",5,10
"19224",0,2
"19225",0,6
"19226",0,1
"19227",0,1
"19228",0,7
"19229",23,5
"19230",7,7
"19231",1,9
"19232",54,10
"19233",34,10
"19234",0,7
"19235",235,9
"19236",0,2
"19237",44,9
"19238",19,9
"19239",37,3
"19240",0,1
"19241",171,9
"19242",32,2
"19243",0,1
"19244",0,8
"19245",147,7
"19246",26,10
"19247",4,9
"19248",238,9
"19249",0,1
"19250",0,3
"19251",0,1
"19252",115,9
"19253",6,4
"19254",22,3
"19255",0,2
"19256",5,5
"19257",5,3
"19258",208,6
"19259",6,9
"19260",0,2
"19261",0,2
"19262",0,9
"19263",0,8
"19264",52,9
"19265",87,10
